table_name;column_name;data_type;country;admlevel;pcode_col;name_col;pcode_parent;name_parent;pop_col
sen_adm2_mapshaper;date;date;sen;2;;;;;
sen_adm2_mapshaper;update_dat;date;sen;2;;;;;
sen_adm2_mapshaper;rowcacode0;character varying;sen;2;;;;;
sen_adm2_mapshaper;rowcacode1;character varying;sen;2;;;;;
sen_adm2_mapshaper;rowcacode2;character varying;sen;2;;;;;
sen_adm2_mapshaper;shape_leng;double precision;sen;2;;;;;
sen_adm2_mapshaper;shape_area;double precision;sen;2;;;;;
sen_adm2_mapshaper;geom;USER-DEFINED;sen;2;;;;;
sen_adm3_mapshaper;gid;integer;sen;3;;;;;
sen_adm3_mapshaper;objectid;bigint;sen;3;;;;;
sen_adm3_mapshaper;admin2name;character varying;sen;3;;;;admin2name;
sen_adm3_mapshaper;admin2pcod;character varying;sen;3;;;admin2pcod;;
sen_adm3_mapshaper;admin1name;character varying;sen;3;;;;;
sen_adm3_mapshaper;admin1pdco;character varying;sen;3;;;;;
sen_adm3_mapshaper;admin0name;character varying;sen;3;;;;;
sen_adm3_mapshaper;admin0pcod;character varying;sen;3;;;;;
sen_adm3_mapshaper;date;date;sen;3;;;;;
sen_adm3_mapshaper;update_dat;date;sen;3;;;;;
sen_adm3_mapshaper;rowcacode0;character varying;sen;3;;;;;
sen_adm3_mapshaper;rowcacode1;character varying;sen;3;;;;;
sen_adm3_mapshaper;rowcacode2;character varying;sen;3;;;;;
sen_adm3_mapshaper;admin3name;character varying;sen;3;;admin3name;;;
sen_adm3_mapshaper;admin3code;character varying;sen;3;admin3code;;;;
sen_adm3_mapshaper;shape_leng;double precision;sen;3;;;;;
sen_adm3_mapshaper;shape_area;double precision;sen;3;;;;;
sen_adm3_mapshaper;rowcacode3;character varying;sen;3;;;;;
sen_adm3_mapshaper;geom;USER-DEFINED;sen;3;;;;;
som_adm1_mapshaper;gid;integer;som;1;;;;;
som_adm1_mapshaper;objectid;integer;som;1;;;;;
som_adm1_mapshaper;admin1name;character varying;som;1;;admin1name;;;
som_adm1_mapshaper;admin1pcod;character varying;som;1;admin1pcod;;;;
som_adm1_mapshaper;admin1refn;character varying;som;1;;;;;
som_adm1_mapshaper;admin1altn;character varying;som;1;;;;;
som_adm1_mapshaper;admin1al_1;character varying;som;1;;;;;
som_adm1_mapshaper;admin0name;character varying;som;1;;;;admin0name;
som_adm1_mapshaper;admin0pcod;character varying;som;1;;;admin0pcod;;
som_adm1_mapshaper;date;date;som;1;;;;;
som_adm1_mapshaper;validon;date;som;1;;;;;
som_adm1_mapshaper;validto;date;som;1;;;;;
som_adm1_mapshaper;shape_leng;double precision;som;1;;;;;
som_adm1_mapshaper;shape_area;double precision;som;1;;;;;
som_adm1_mapshaper;geom;USER-DEFINED;som;1;;;;;
som_adm2_mapshaper;gid;integer;som;2;;;;;
som_adm2_mapshaper;objectid_1;integer;som;2;;;;;
som_adm2_mapshaper;admin2name;character varying;som;2;;admin2name;;;
som_adm2_mapshaper;admin2pcod;character varying;som;2;admin2pcod;;;;
som_adm2_mapshaper;admin2refn;character varying;som;2;;;;;
som_adm2_mapshaper;admin2altn;character varying;som;2;;;;;
som_adm2_mapshaper;admin2al_1;character varying;som;2;;;;;
som_adm2_mapshaper;admin1name;character varying;som;2;;;;admin1name;
som_adm2_mapshaper;admin1pcod;character varying;som;2;;;admin1pcod;;
som_adm2_mapshaper;admin0name;character varying;som;2;;;;;
som_adm2_mapshaper;admin0pcod;character varying;som;2;;;;;
som_adm2_mapshaper;date;date;som;2;;;;;
som_adm2_mapshaper;validon;date;som;2;;;;;
som_adm2_mapshaper;validto;date;som;2;;;;;
som_adm2_mapshaper;shape_leng;double precision;som;2;;;;;
som_adm2_mapshaper;shape_area;double precision;som;2;;;;;
som_adm2_mapshaper;geom;USER-DEFINED;som;2;;;;;
tcd_adm1_mapshaper;gid;integer;tcd;1;;;;;
tcd_adm1_mapshaper;id_region;bigint;tcd;1;;;;;
tcd_adm1_mapshaper;region;character varying;tcd;1;;region;;;
tcd_adm1_mapshaper;lieu_reg;character varying;tcd;1;;;;;
tcd_adm1_mapshaper;pcode;character varying;tcd;1;pcode;;;;
tcd_adm1_mapshaper;geom;USER-DEFINED;tcd;1;;;;;
tcd_adm2_mapshaper;gid;integer;tcd;2;;;;;
tcd_adm2_mapshaper;id;bigint;tcd;2;;;;;
tcd_adm2_mapshaper;departemen;character varying;tcd;2;;departemen;;;
tcd_adm2_mapshaper;region;character varying;tcd;2;;;;region;
tcd_adm2_mapshaper;lieu_dep;character varying;tcd;2;;;;;
tcd_adm2_mapshaper;pcode;character varying;tcd;2;pcode;;;;
tcd_adm2_mapshaper;geom;USER-DEFINED;tcd;2;;;;;
vnm_adm1_mapshaper;gid;integer;vnm;1;;;;;
vnm_adm1_mapshaper;adm1_code;double precision;vnm;1;adm1_code;;;;
vnm_adm1_mapshaper;adm1_name;character varying;vnm;1;;adm1_name;;;
vnm_adm1_mapshaper;shape_leng;double precision;vnm;1;;;;;
vnm_adm1_mapshaper;shape_area;double precision;vnm;1;;;;;
vnm_adm1_mapshaper;geom;USER-DEFINED;vnm;1;;;;;
vnm_adm2_mapshaper;gid;integer;vnm;2;;;;;
vnm_adm2_mapshaper;adm1_code;double precision;vnm;2;;;adm1_code;;
vnm_adm2_mapshaper;adm1_name;character varying;vnm;2;;;;adm1_name;
vnm_adm2_mapshaper;adm2_code;double precision;vnm;2;adm2_code;;;;
vnm_adm2_mapshaper;adm2_name;character varying;vnm;2;;adm2_name;;;
vnm_adm2_mapshaper;shape_leng;double precision;vnm;2;;;;;
vnm_adm2_mapshaper;shape_area;double precision;vnm;2;;;;;
vnm_adm2_mapshaper;geom;USER-DEFINED;vnm;2;;;;;
vnm_adm3_mapshaper;gid;integer;vnm;3;;;;;
vnm_adm3_mapshaper;adm1_code;double precision;vnm;3;;;;;
vnm_adm3_mapshaper;adm1_name;character varying;vnm;3;;;;;
vnm_adm3_mapshaper;adm2_code;double precision;vnm;3;;;adm2_code;;
vnm_adm3_mapshaper;adm2_name;character varying;vnm;3;;;;adm2_name;
vnm_adm3_mapshaper;adm3_code;double precision;vnm;3;adm3_code;;;;
vnm_adm3_mapshaper;adm3_name;character varying;vnm;3;;adm3_name;;;
vnm_adm3_mapshaper;adm3_statu;character varying;vnm;3;;;;;
vnm_adm3_mapshaper;pop;integer;vnm;3;;;;;pop
vnm_adm3_mapshaper;pop_0to14;double precision;vnm;3;;;;;
vnm_adm3_mapshaper;pop_65plus;double precision;vnm;3;;;;;
vnm_adm3_mapshaper;hh;integer;vnm;3;;;;;
vnm_adm3_mapshaper;shape_leng;double precision;vnm;3;;;;;
vnm_adm3_mapshaper;shape_area;double precision;vnm;3;;;;;
vnm_adm3_mapshaper;geom;USER-DEFINED;vnm;3;;;;;
zwe_adm1_mapshaper;gid;integer;zwe;1;;;;;
zwe_adm1_mapshaper;province;character varying;zwe;1;;province;;;
zwe_adm1_mapshaper;prov_code;integer;zwe;1;prov_code;;;;
zwe_adm1_mapshaper;hrname;character varying;zwe;1;;;;;
zwe_adm1_mapshaper;hrpcode;character varying;zwe;1;;;;;
zwe_adm1_mapshaper;hrparent;character varying;zwe;1;;;;;
zwe_adm1_mapshaper;geom;USER-DEFINED;zwe;1;;;;;
zwe_adm2_mapshaper;gid;integer;zwe;2;;;;;
zwe_adm2_mapshaper;local_auth;character varying;zwe;2;;;;;
zwe_adm2_mapshaper;district_n;character varying;zwe;2;;;;;
zwe_adm2_mapshaper;dist_name_;character varying;zwe;2;;dist_name_;;;
zwe_adm2_mapshaper;dist_nm_la;character varying;zwe;2;;;;;
zwe_adm2_mapshaper;provincepc;bigint;zwe;2;;;provincepc;;
zwe_adm2_mapshaper;provnamefu;character varying;zwe;2;;;;provnamefu;
zwe_adm2_mapshaper;districtpc;bigint;zwe;2;districtpc;;;;
zwe_adm2_mapshaper;status;character varying;zwe;2;;;;;
zwe_adm2_mapshaper;noofwards;bigint;zwe;2;;;;;
zwe_adm2_mapshaper;hrname;character varying;zwe;2;;;;;
zwe_adm2_mapshaper;hrpcode;character varying;zwe;2;;;;;
zwe_adm2_mapshaper;hrparent;character varying;zwe;2;;;;;
zwe_adm2_mapshaper;geom;USER-DEFINED;zwe;2;;;;;
zwe_adm3_mapshaper;gid;integer;zwe;3;;;;;
zwe_adm3_mapshaper;zimwardsid;bigint;zwe;3;;;;;
zwe_adm3_mapshaper;province;character varying;zwe;3;;;;;
zwe_adm3_mapshaper;district;character varying;zwe;3;;;;;district
zwe_adm3_mapshaper;local_auth;character varying;zwe;3;;;;;
zwe_adm3_mapshaper;wardnumber;bigint;zwe;3;;wardnumber;;;
zwe_adm3_mapshaper;integrity;character varying;zwe;3;;;;;
zwe_adm3_mapshaper;wardareasq;double precision;zwe;3;;;;;
zwe_adm3_mapshaper;provincepc;bigint;zwe;3;;;;;
zwe_adm3_mapshaper;districtpc;bigint;zwe;3;;;districtpc;;
zwe_adm3_mapshaper;districtty;character varying;zwe;3;;;;;
zwe_adm3_mapshaper;wardpcode;bigint;zwe;3;wardpcode;;;;
zwe_adm3_mapshaper;geom;USER-DEFINED;zwe;3;;;;;
