table_name;column_name;data_type;country;admlevel;pcode_col;name_col;pcode_parent;name_parent;pop_col
afg_adm1_mapshaper;gid;integer;afg;1;;;;;
afg_adm1_mapshaper;area_sqm;double precision;afg;1;;;;;
afg_adm1_mapshaper;area_sqkm;double precision;afg;1;;;;;
afg_adm1_mapshaper;r_unama_id;character varying;afg;1;;;;;
afg_adm1_mapshaper;r_unama_en;character varying;afg;1;;;;;
afg_adm1_mapshaper;r_unama_da;character varying;afg;1;;;;;
afg_adm1_mapshaper;prov_code;bigint;afg;1;;;;;
afg_adm1_mapshaper;prov_na_en;character varying;afg;1;;;;;
afg_adm1_mapshaper;prov_na_da;character varying;afg;1;;;;;
afg_adm1_mapshaper;hrpcode;character varying;afg;1;hrpcode;;;;
afg_adm1_mapshaper;hrparent;character varying;afg;1;;;hrparent;;
afg_adm1_mapshaper;hrname;character varying;afg;1;;hrname;;;
afg_adm1_mapshaper;geom;USER-DEFINED;afg;1;;;;;
afg_adm2_mapshaper;gid;integer;afg;2;;;;;
afg_adm2_mapshaper;area_sqm;double precision;afg;2;;;;;
afg_adm2_mapshaper;area_sqkm;double precision;afg;2;;;;;
afg_adm2_mapshaper;r_unama_id;character varying;afg;2;;;;;
afg_adm2_mapshaper;r_unama_en;character varying;afg;2;;;;;
afg_adm2_mapshaper;r_unama_da;character varying;afg;2;;;;;
afg_adm2_mapshaper;prov_code;bigint;afg;2;;;;;
afg_adm2_mapshaper;prov_na_en;character varying;afg;2;;;;;
afg_adm2_mapshaper;prov_na_da;character varying;afg;2;;;;;
afg_adm2_mapshaper;dist_code;bigint;afg;2;;;;;
afg_adm2_mapshaper;dist_na_en;character varying;afg;2;;;;;
afg_adm2_mapshaper;dist_na_da;character varying;afg;2;;;;;
afg_adm2_mapshaper;unit_type;character varying;afg;2;;;;;
afg_adm2_mapshaper;hrpcode;character varying;afg;2;hrpcode;;;;
afg_adm2_mapshaper;hrparent;character varying;afg;2;;;hrparent;;
afg_adm2_mapshaper;hrname;character varying;afg;2;;hrname;;;
afg_adm2_mapshaper;geom;USER-DEFINED;afg;2;;;;;
bdi_adm1_mapshaper;gid;integer;bdi;1;;;;;
bdi_adm1_mapshaper;p_code;character varying;bdi;1;p_code;;;;
bdi_adm1_mapshaper;name1_;character varying;bdi;1;;name1_;;;
bdi_adm1_mapshaper;name2_;character varying;bdi;1;;;;;
bdi_adm1_mapshaper;parts_;integer;bdi;1;;;;;
bdi_adm1_mapshaper;points_;integer;bdi;1;;;;;
bdi_adm1_mapshaper;length_;double precision;bdi;1;;;;;
bdi_adm1_mapshaper;area_;double precision;bdi;1;;;;;
bdi_adm1_mapshaper;geom;USER-DEFINED;bdi;1;;;;;
bdi_adm2_mapshaper;gid;integer;bdi;2;;;;;
bdi_adm2_mapshaper;province;character varying;bdi;2;;province;;;
bdi_adm2_mapshaper;p_code;character varying;bdi;2;p_code;;;;
bdi_adm2_mapshaper;country;character varying;bdi;2;;;;;
bdi_adm2_mapshaper;centroidel;double precision;bdi;2;;;;;
bdi_adm2_mapshaper;centroid0;double precision;bdi;2;;;;;
bdi_adm2_mapshaper;id;bigint;bdi;2;;;;;
bdi_adm2_mapshaper;geom;USER-DEFINED;bdi;2;;;;;
bdi_adm3_mapshaper;gid;integer;bdi;3;;;;;
bdi_adm3_mapshaper;commune;character varying;bdi;3;;commune;;;
bdi_adm3_mapshaper;p_code;character varying;bdi;3;p_code;;;;
bdi_adm3_mapshaper;province;character varying;bdi;3;;;;province;
bdi_adm3_mapshaper;centroidel;double precision;bdi;3;;;;;
bdi_adm3_mapshaper;centroid0;double precision;bdi;3;;;;;
bdi_adm3_mapshaper;id;bigint;bdi;3;;;;;
bdi_adm3_mapshaper;geom;USER-DEFINED;bdi;3;;;;;
bfa_adm1_mapshaper;gid;integer;bfa;1;;;;;
bfa_adm1_mapshaper;objectid;bigint;bfa;1;;;;;
bfa_adm1_mapshaper;admin0name;character varying;bfa;1;;;;admin0name;
bfa_adm1_mapshaper;admin0pcod;character varying;bfa;1;;;admin0pcod;;
bfa_adm1_mapshaper;admin1name;character varying;bfa;1;;admin1name;;;
bfa_adm1_mapshaper;admin1pcod;character varying;bfa;1;admin1pcod;;;;
bfa_adm1_mapshaper;admin1refn;character varying;bfa;1;;;;;
bfa_adm1_mapshaper;admin1altn;character varying;bfa;1;;;;;
bfa_adm1_mapshaper;admin1al_1;character varying;bfa;1;;;;;
bfa_adm1_mapshaper;date;date;bfa;1;;;;;
bfa_adm1_mapshaper;validon;date;bfa;1;;;;;
bfa_adm1_mapshaper;validto;date;bfa;1;;;;;
bfa_adm1_mapshaper;shape_leng;double precision;bfa;1;;;;;
bfa_adm1_mapshaper;shape_area;double precision;bfa;1;;;;;
bfa_adm1_mapshaper;geom;USER-DEFINED;bfa;1;;;;;
bfa_adm2_mapshaper;gid;integer;bfa;2;;;;;
bfa_adm2_mapshaper;objectid;bigint;bfa;2;;;;;
bfa_adm2_mapshaper;admin0name;character varying;bfa;2;;;;;
bfa_adm2_mapshaper;admin0pcod;character varying;bfa;2;;;;;
bfa_adm2_mapshaper;admin1name;character varying;bfa;2;;;;admin1name;
bfa_adm2_mapshaper;admin1pcod;character varying;bfa;2;;;admin1pcod;;
bfa_adm2_mapshaper;admin2name;character varying;bfa;2;;admin2name;;;
bfa_adm2_mapshaper;admin2pcod;character varying;bfa;2;admin2pcod;;;;
bfa_adm2_mapshaper;admin2refn;character varying;bfa;2;;;;;
bfa_adm2_mapshaper;admin2altn;character varying;bfa;2;;;;;
bfa_adm2_mapshaper;admin2al_1;character varying;bfa;2;;;;;
bfa_adm2_mapshaper;date;date;bfa;2;;;;;
bfa_adm2_mapshaper;validon;date;bfa;2;;;;;
bfa_adm2_mapshaper;validto;date;bfa;2;;;;;
bfa_adm2_mapshaper;shape_leng;double precision;bfa;2;;;;;
bfa_adm2_mapshaper;shape_area;double precision;bfa;2;;;;;
bfa_adm2_mapshaper;geom;USER-DEFINED;bfa;2;;;;;
bgd_adm1_mapshaper;gid;integer;bgd;1;;;;;
bgd_adm1_mapshaper;division;character varying;bgd;1;;division;;;
bgd_adm1_mapshaper;divgeocode;integer;bgd;1;divgeocode;;;;
bgd_adm1_mapshaper;shape_leng;double precision;bgd;1;;;;;
bgd_adm1_mapshaper;shape_area;double precision;bgd;1;;;;;
bgd_adm1_mapshaper;aa;integer;bgd;1;;;;;
bgd_adm1_mapshaper;geom;USER-DEFINED;bgd;1;;;;;
bgd_adm2_mapshaper;gid;integer;bgd;2;;;;;
bgd_adm2_mapshaper;division;character varying;bgd;2;;;;division;
bgd_adm2_mapshaper;district;character varying;bgd;2;;district;;;
bgd_adm2_mapshaper;disgeocode;integer;bgd;2;disgeocode;;;;
bgd_adm2_mapshaper;shape_leng;double precision;bgd;2;;;;;
bgd_adm2_mapshaper;shape_area;double precision;bgd;2;;;;;
bgd_adm2_mapshaper;asd;integer;bgd;2;;;;;
bgd_adm2_mapshaper;geom;USER-DEFINED;bgd;2;;;;;
bgd_adm3_mapshaper;gid;integer;bgd;3;;;;;
bgd_adm3_mapshaper;division;character varying;bgd;3;;;;;
bgd_adm3_mapshaper;district;character varying;bgd;3;;;;district;
bgd_adm3_mapshaper;upazila;character varying;bgd;3;;upazila;;;
bgd_adm3_mapshaper;upzcode;integer;bgd;3;upzcode;;;;
bgd_adm3_mapshaper;shape_leng;double precision;bgd;3;;;;;
bgd_adm3_mapshaper;shape_area;double precision;bgd;3;;;;;
bgd_adm3_mapshaper;area_skm;double precision;bgd;3;;;;;
bgd_adm3_mapshaper;geom;USER-DEFINED;bgd;3;;;;;
bol_adm1_mapshaper;gid;integer;bol;1;;;;;
bol_adm1_mapshaper;cod_dep;character varying;bol;1;cod_dep;;;;
bol_adm1_mapshaper;nom_dep;character varying;bol;1;;nom_dep;;;
bol_adm1_mapshaper;geom;USER-DEFINED;bol;1;;;;;
bol_adm2_mapshaper;gid;integer;bol;2;;;;;
bol_adm2_mapshaper;cod_prov;character varying;bol;2;cod_prov;;;;
bol_adm2_mapshaper;nom_prov;character varying;bol;2;;nom_prov;;;
bol_adm2_mapshaper;geom;USER-DEFINED;bol;2;;;;;
bol_adm3_mapshaper;gid;integer;bol;3;;;;;
bol_adm3_mapshaper;id;integer;bol;3;;;;;
bol_adm3_mapshaper;codseccion;character varying;bol;3;codseccion;;;;
bol_adm3_mapshaper;codigo;character varying;bol;3;;;;;
bol_adm3_mapshaper;cod_dep;character varying;bol;3;;;;;
bol_adm3_mapshaper;nom_dep;character varying;bol;3;;;;;
bol_adm3_mapshaper;cod_prov;character varying;bol;3;;;cod_prov;;
bol_adm3_mapshaper;nom_prov;character varying;bol;3;;;;nom_prov;
bol_adm3_mapshaper;nom_mun;character varying;bol;3;;nom_mun;;;
bol_adm3_mapshaper;hectares;double precision;bol;3;;;;;
bol_adm3_mapshaper;cod_secc;character varying;bol;3;;;;;
bol_adm3_mapshaper;municipio;character varying;bol;3;;;;;
bol_adm3_mapshaper;total_2000;bigint;bol;3;;;;;
bol_adm3_mapshaper;hom_2000;integer;bol;3;;;;;
bol_adm3_mapshaper;muj_2000;integer;bol;3;;;;;
bol_adm3_mapshaper;total_2001;bigint;bol;3;;;;;
bol_adm3_mapshaper;hom_2001;integer;bol;3;;;;;
bol_adm3_mapshaper;muj_2001;integer;bol;3;;;;;
bol_adm3_mapshaper;total_2002;bigint;bol;3;;;;;
bol_adm3_mapshaper;hom_2002;integer;bol;3;;;;;
bol_adm3_mapshaper;muj_2002;integer;bol;3;;;;;
bol_adm3_mapshaper;total_2003;bigint;bol;3;;;;;
bol_adm3_mapshaper;hom_2003;integer;bol;3;;;;;
bol_adm3_mapshaper;muj_2003;integer;bol;3;;;;;
bol_adm3_mapshaper;total_2004;bigint;bol;3;;;;;
bol_adm3_mapshaper;hom_2004;integer;bol;3;;;;;
bol_adm3_mapshaper;muj_2004;integer;bol;3;;;;;
bol_adm3_mapshaper;total_2005;bigint;bol;3;;;;;
bol_adm3_mapshaper;hom_2005;integer;bol;3;;;;;
bol_adm3_mapshaper;muj_2005;integer;bol;3;;;;;
bol_adm3_mapshaper;total_2006;bigint;bol;3;;;;;
bol_adm3_mapshaper;hom_2006;integer;bol;3;;;;;
bol_adm3_mapshaper;muj_2006;integer;bol;3;;;;;
bol_adm3_mapshaper;total_2007;bigint;bol;3;;;;;
bol_adm3_mapshaper;hom_2007;integer;bol;3;;;;;
bol_adm3_mapshaper;muj_2007;integer;bol;3;;;;;
bol_adm3_mapshaper;total_2008;bigint;bol;3;;;;;
bol_adm3_mapshaper;hom_2008;integer;bol;3;;;;;
bol_adm3_mapshaper;muj_2008;integer;bol;3;;;;;
bol_adm3_mapshaper;total_2009;bigint;bol;3;;;;;
bol_adm3_mapshaper;hom_2009;integer;bol;3;;;;;
bol_adm3_mapshaper;muj_2009;integer;bol;3;;;;;
bol_adm3_mapshaper;total_2010;bigint;bol;3;;;;;total_2010
bol_adm3_mapshaper;hom_2010;integer;bol;3;;;;;
bol_adm3_mapshaper;muj_2010;integer;bol;3;;;;;
bol_adm3_mapshaper;geom;USER-DEFINED;bol;3;;;;;
btn_adm1_mapshaper;gid;integer;btn;1;;;;;
btn_adm1_mapshaper;objectid;integer;btn;1;;;;;
btn_adm1_mapshaper;adm1_code;character varying;btn;1;adm1_code;;;;
btn_adm1_mapshaper;adm1_name;character varying;btn;1;;adm1_name;;;
btn_adm1_mapshaper;shape_leng;double precision;btn;1;;;;;
btn_adm1_mapshaper;shape_area;double precision;btn;1;;;;;
btn_adm1_mapshaper;geom;USER-DEFINED;btn;1;;;;;
btn_adm2_mapshaper;gid;integer;btn;2;;;;;
btn_adm2_mapshaper;objectid;integer;btn;2;;;;;
btn_adm2_mapshaper;adm1_code;character varying;btn;2;;;adm1_code;;
btn_adm2_mapshaper;adm1_name;character varying;btn;2;;;;adm1_name;
btn_adm2_mapshaper;adm2_code;character varying;btn;2;adm2_code;;;;
btn_adm2_mapshaper;adm2_name;character varying;btn;2;;adm2_name;;;
btn_adm2_mapshaper;shape_le_1;double precision;btn;2;;;;;
btn_adm2_mapshaper;shape_area;double precision;btn;2;;;;;
btn_adm2_mapshaper;geom;USER-DEFINED;btn;2;;;;;
caf_adm1_mapshaper;gid;integer;caf;1;;;;;
caf_adm1_mapshaper;objectid;integer;caf;1;;;;;
caf_adm1_mapshaper;admin0name;character varying;caf;1;;;;admin0name;
caf_adm1_mapshaper;admin0pcod;character varying;caf;1;;;admin0pcod;;
caf_adm1_mapshaper;admin1name;character varying;caf;1;;admin1name;;;
caf_adm1_mapshaper;admin1pcod;character varying;caf;1;admin1pcod;;;;
caf_adm1_mapshaper;admin1refn;character varying;caf;1;;;;;
caf_adm1_mapshaper;admin1altn;character varying;caf;1;;;;;
caf_adm1_mapshaper;admin1al_1;character varying;caf;1;;;;;
caf_adm1_mapshaper;date;date;caf;1;;;;;
caf_adm1_mapshaper;validon;date;caf;1;;;;;
caf_adm1_mapshaper;validto;date;caf;1;;;;;
caf_adm1_mapshaper;shape_leng;double precision;caf;1;;;;;
caf_adm1_mapshaper;shape_area;double precision;caf;1;;;;;
caf_adm1_mapshaper;rowcacode1;character varying;caf;1;;;;;
caf_adm1_mapshaper;geom;USER-DEFINED;caf;1;;;;;
caf_adm2_mapshaper;gid;integer;caf;2;;;;;
caf_adm2_mapshaper;objectid_1;integer;caf;2;;;;;
caf_adm2_mapshaper;admin0name;character varying;caf;2;;;;;
caf_adm2_mapshaper;admin0pcod;character varying;caf;2;;;;;
caf_adm2_mapshaper;admin1name;character varying;caf;2;;;;admin1name;
caf_adm2_mapshaper;admin1pcod;character varying;caf;2;;;admin1pcod;;
caf_adm2_mapshaper;admin2name;character varying;caf;2;;admin2name;;;
caf_adm2_mapshaper;admin2pcod;character varying;caf;2;admin2pcod;;;;
caf_adm2_mapshaper;admin2refn;character varying;caf;2;;;;;
caf_adm2_mapshaper;admin2altn;character varying;caf;2;;;;;
caf_adm2_mapshaper;admin2al_1;character varying;caf;2;;;;;
caf_adm2_mapshaper;date;date;caf;2;;;;;
caf_adm2_mapshaper;validon;date;caf;2;;;;;
caf_adm2_mapshaper;validto;date;caf;2;;;;;
caf_adm2_mapshaper;shape_leng;double precision;caf;2;;;;;
caf_adm2_mapshaper;shape_area;double precision;caf;2;;;;;
caf_adm2_mapshaper;rowcacode1;character varying;caf;2;;;;;
caf_adm2_mapshaper;rowcacode2;character varying;caf;2;;;;;
caf_adm2_mapshaper;geom;USER-DEFINED;caf;2;;;;;
caf_adm3_mapshaper;gid;integer;caf;3;;;;;
caf_adm3_mapshaper;objectid_1;integer;caf;3;;;;;
caf_adm3_mapshaper;admin0name;character varying;caf;3;;;;;
caf_adm3_mapshaper;admin0pcod;character varying;caf;3;;;;;
caf_adm3_mapshaper;admin1name;character varying;caf;3;;;;;
caf_adm3_mapshaper;admin1pcod;character varying;caf;3;;;;;
caf_adm3_mapshaper;admin2name;character varying;caf;3;;;;admin2name;
caf_adm3_mapshaper;admin2pcod;character varying;caf;3;;;admin2pcod;;
caf_adm3_mapshaper;admin3name;character varying;caf;3;;admin3name;;;
caf_adm3_mapshaper;admin3pcod;character varying;caf;3;admin3pcod;;;;
caf_adm3_mapshaper;admin3refn;character varying;caf;3;;;;;
caf_adm3_mapshaper;admin3altn;character varying;caf;3;;;;;
caf_adm3_mapshaper;admin3al_1;character varying;caf;3;;;;;
caf_adm3_mapshaper;date;date;caf;3;;;;;
caf_adm3_mapshaper;validon;date;caf;3;;;;;
caf_adm3_mapshaper;validto;date;caf;3;;;;;
caf_adm3_mapshaper;shape_leng;double precision;caf;3;;;;;
caf_adm3_mapshaper;shape_area;double precision;caf;3;;;;;
caf_adm3_mapshaper;rowcacode1;character varying;caf;3;;;;;
caf_adm3_mapshaper;rowcacode2;character varying;caf;3;;;;;
caf_adm3_mapshaper;rowcacode3;character varying;caf;3;;;;;
caf_adm3_mapshaper;geom;USER-DEFINED;caf;3;;;;;
civ_adm1_mapshaper;gid;integer;civ;1;;;;;
civ_adm1_mapshaper;objectid;bigint;civ;1;;;;;
civ_adm1_mapshaper;admin1name;character varying;civ;1;;admin1name;;;
civ_adm1_mapshaper;admin1pcod;character varying;civ;1;admin1pcod;;;;
civ_adm1_mapshaper;admin1refn;character varying;civ;1;;;;;
civ_adm1_mapshaper;admin1altn;character varying;civ;1;;;;;
civ_adm1_mapshaper;admin1al_1;character varying;civ;1;;;;;
civ_adm1_mapshaper;admin0name;character varying;civ;1;;;;admin0name;
civ_adm1_mapshaper;admin0pcod;character varying;civ;1;;;admin0pcod;;
civ_adm1_mapshaper;date;date;civ;1;;;;;
civ_adm1_mapshaper;validon;date;civ;1;;;;;
civ_adm1_mapshaper;validto;date;civ;1;;;;;
civ_adm1_mapshaper;shape_leng;double precision;civ;1;;;;;
civ_adm1_mapshaper;shape_area;double precision;civ;1;;;;;
civ_adm1_mapshaper;rowcacode1;character varying;civ;1;;;;;
civ_adm1_mapshaper;geom;USER-DEFINED;civ;1;;;;;
civ_adm2_mapshaper;gid;integer;civ;2;;;;;
civ_adm2_mapshaper;objectid;bigint;civ;2;;;;;
civ_adm2_mapshaper;admin2name;character varying;civ;2;;admin2name;;;
civ_adm2_mapshaper;admin2pcod;character varying;civ;2;admin2pcod;;;;
civ_adm2_mapshaper;admin2refn;character varying;civ;2;;;;;
civ_adm2_mapshaper;admin2altn;character varying;civ;2;;;;;
civ_adm2_mapshaper;admin2al_1;character varying;civ;2;;;;;
civ_adm2_mapshaper;admin1name;character varying;civ;2;;;;admin1name;
civ_adm2_mapshaper;admin1pcod;character varying;civ;2;;;admin1pcod;;
civ_adm2_mapshaper;admin0name;character varying;civ;2;;;;;
civ_adm2_mapshaper;admin0pcod;character varying;civ;2;;;;;
civ_adm2_mapshaper;date;date;civ;2;;;;;
civ_adm2_mapshaper;validon;date;civ;2;;;;;
civ_adm2_mapshaper;validto;date;civ;2;;;;;
civ_adm2_mapshaper;shape_leng;double precision;civ;2;;;;;
civ_adm2_mapshaper;shape_area;double precision;civ;2;;;;;
civ_adm2_mapshaper;rowcacode1;character varying;civ;2;;;;;
civ_adm2_mapshaper;rowcacode2;character varying;civ;2;;;;;
civ_adm2_mapshaper;geom;USER-DEFINED;civ;2;;;;;
civ_adm3_mapshaper;gid;integer;civ;3;;;;;
civ_adm3_mapshaper;objectid;bigint;civ;3;;;;;
civ_adm3_mapshaper;admin3name;character varying;civ;3;;admin3name;;;
civ_adm3_mapshaper;admin3pcod;character varying;civ;3;admin3pcod;;;;
civ_adm3_mapshaper;admin3refn;character varying;civ;3;;;;;
civ_adm3_mapshaper;admin3altn;character varying;civ;3;;;;;
civ_adm3_mapshaper;admin3al_1;character varying;civ;3;;;;;
civ_adm3_mapshaper;admin2name;character varying;civ;3;;;;admin2name;
civ_adm3_mapshaper;admin2pcod;character varying;civ;3;;;admin2pcod;;
civ_adm3_mapshaper;admin1name;character varying;civ;3;;;;;
civ_adm3_mapshaper;admin1pcod;character varying;civ;3;;;;;
civ_adm3_mapshaper;admin0name;character varying;civ;3;;;;;
civ_adm3_mapshaper;admin0pcod;character varying;civ;3;;;;;
civ_adm3_mapshaper;date;date;civ;3;;;;;
civ_adm3_mapshaper;validon;date;civ;3;;;;;
civ_adm3_mapshaper;validto;date;civ;3;;;;;
civ_adm3_mapshaper;shape_leng;double precision;civ;3;;;;;
civ_adm3_mapshaper;shape_area;double precision;civ;3;;;;;
civ_adm3_mapshaper;rowcacode1;character varying;civ;3;;;;;
civ_adm3_mapshaper;rowcacode2;character varying;civ;3;;;;;
civ_adm3_mapshaper;rowcacode3;character varying;civ;3;;;;;
civ_adm3_mapshaper;geom;USER-DEFINED;civ;3;;;;;
dji_adm1_mapshaper;gid;integer;dji;1;;;;;
dji_adm1_mapshaper;country;character varying;dji;1;;;;;
dji_adm1_mapshaper;local_name;character varying;dji;1;;local_name;;;
dji_adm1_mapshaper;feature;character varying;dji;1;;;;;
dji_adm1_mapshaper;continent;character varying;dji;1;;;;;
dji_adm1_mapshaper;shape_leng;double precision;dji;1;;;;;
dji_adm1_mapshaper;shape_area;double precision;dji;1;;;;;
dji_adm1_mapshaper;geom;USER-DEFINED;dji;1;;;;;
dji_adm2_mapshaper;gid;integer;dji;2;;;;;
dji_adm2_mapshaper;admin2;character varying;dji;2;;admin2;;;
dji_adm2_mapshaper;country;character varying;dji;2;;;;;
dji_adm2_mapshaper;shape_leng;double precision;dji;2;;;;;
dji_adm2_mapshaper;shape_area;double precision;dji;2;;;;;
dji_adm2_mapshaper;geom;USER-DEFINED;dji;2;;;;;
dji_adm3_mapshaper;gid;integer;dji;3;;;;;
dji_adm3_mapshaper;admin3;character varying;dji;3;;admin3;;;
dji_adm3_mapshaper;country;character varying;dji;3;;;;;
dji_adm3_mapshaper;shape_leng;double precision;dji;3;;;;;
dji_adm3_mapshaper;shape_area;double precision;dji;3;;;;;
dji_adm3_mapshaper;geom;USER-DEFINED;dji;3;;;;;
gab_adm1_mapshaper;gid;integer;gab;1;;;;;
gab_adm1_mapshaper;cntry_name;character varying;gab;1;;;;cntry_name;
gab_adm1_mapshaper;cntry_code;character varying;gab;1;;;cntry_code;;
gab_adm1_mapshaper;adm1_name;character varying;gab;1;;adm1_name;;;
gab_adm1_mapshaper;adm1_code;character varying;gab;1;adm1_code;;;;
gab_adm1_mapshaper;rowcacode1;character varying;gab;1;;;;;
gab_adm1_mapshaper;hrname;character varying;gab;1;;;;;
gab_adm1_mapshaper;hrpcode;character varying;gab;1;;;;;
gab_adm1_mapshaper;hrparent;character varying;gab;1;;;;;
gab_adm1_mapshaper;geom;USER-DEFINED;gab;1;;;;;
gab_adm2_mapshaper;gid;integer;gab;2;;;;;
gab_adm2_mapshaper;cntry_name;character varying;gab;2;;;;;
gab_adm2_mapshaper;cntry_code;character varying;gab;2;;;;;
gab_adm2_mapshaper;adm1_name;character varying;gab;2;;;;adm1_name;
gab_adm2_mapshaper;adm1_code;character varying;gab;2;;;adm1_code;;
gab_adm2_mapshaper;adm2_name;character varying;gab;2;;adm2_name;;;
gab_adm2_mapshaper;adm2_code;character varying;gab;2;adm2_code;;;;
gab_adm2_mapshaper;rowcacode1;character varying;gab;2;;;;;
gab_adm2_mapshaper;rowcacode2;character varying;gab;2;;;;;
gab_adm2_mapshaper;hrname;character varying;gab;2;;;;;
gab_adm2_mapshaper;hrpcode;character varying;gab;2;;;;;
gab_adm2_mapshaper;hrparent;character varying;gab;2;;;;;
gab_adm2_mapshaper;geom;USER-DEFINED;gab;2;;;;;
gmb_adm1_mapshaper;gid;integer;gmb;1;;;;;
gmb_adm1_mapshaper;objectid;bigint;gmb;1;;;;;
gmb_adm1_mapshaper;cntry_name;character varying;gmb;1;;;;cntry_name;
gmb_adm1_mapshaper;cntry_code;character varying;gmb;1;;;cntry_code;;
gmb_adm1_mapshaper;lga_name;character varying;gmb;1;;lga_name;;;
gmb_adm1_mapshaper;lga_code;character varying;gmb;1;lga_code;;;;
gmb_adm1_mapshaper;rowcacode;character varying;gmb;1;;;;;
gmb_adm1_mapshaper;shape_leng;double precision;gmb;1;;;;;
gmb_adm1_mapshaper;shape_area;double precision;gmb;1;;;;;
gmb_adm1_mapshaper;geom;USER-DEFINED;gmb;1;;;;;
gmb_adm2_mapshaper;gid;integer;gmb;2;;;;;
gmb_adm2_mapshaper;objectid;bigint;gmb;2;;;;;
gmb_adm2_mapshaper;cntry_name;character varying;gmb;2;;;;;
gmb_adm2_mapshaper;cntry_code;character varying;gmb;2;;;;;
gmb_adm2_mapshaper;lga_name;character varying;gmb;2;;;;lga_name;
gmb_adm2_mapshaper;lga_code;character varying;gmb;2;;;lga_code;;
gmb_adm2_mapshaper;district_n;character varying;gmb;2;;district_n;;;
gmb_adm2_mapshaper;district_c;character varying;gmb;2;district_c;;;;
gmb_adm2_mapshaper;shape_leng;double precision;gmb;2;;;;;
gmb_adm2_mapshaper;shape_area;double precision;gmb;2;;;;;
gmb_adm2_mapshaper;geom;USER-DEFINED;gmb;2;;;;;
hnd_adm1_mapshaper;gid;integer;hnd;1;;;;;
hnd_adm1_mapshaper;objectid_1;bigint;hnd;1;;;;;
hnd_adm1_mapshaper;admin1name;character varying;hnd;1;;admin1name;;;
hnd_adm1_mapshaper;admin1pcod;character varying;hnd;1;admin1pcod;;;;
hnd_adm1_mapshaper;admin1refn;character varying;hnd;1;;;;;
hnd_adm1_mapshaper;admin1altn;character varying;hnd;1;;;;;
hnd_adm1_mapshaper;admin1al_1;character varying;hnd;1;;;;;
hnd_adm1_mapshaper;admin0name;character varying;hnd;1;;;;admin0name;
hnd_adm1_mapshaper;admin0pcod;character varying;hnd;1;;;admin0pcod;;
hnd_adm1_mapshaper;date;date;hnd;1;;;;;
hnd_adm1_mapshaper;validon;date;hnd;1;;;;;
hnd_adm1_mapshaper;validto;date;hnd;1;;;;;
hnd_adm1_mapshaper;shape_leng;double precision;hnd;1;;;;;
hnd_adm1_mapshaper;shape_area;double precision;hnd;1;;;;;
hnd_adm1_mapshaper;geom;USER-DEFINED;hnd;1;;;;;
hnd_adm2_mapshaper;gid;integer;hnd;2;;;;;
hnd_adm2_mapshaper;objectid_1;bigint;hnd;2;;;;;
hnd_adm2_mapshaper;admin2name;character varying;hnd;2;;admin2name;;;
hnd_adm2_mapshaper;admin2pcod;character varying;hnd;2;admin2pcod;;;;
hnd_adm2_mapshaper;admin2refn;character varying;hnd;2;;;;;
hnd_adm2_mapshaper;admin2altn;character varying;hnd;2;;;;;
hnd_adm2_mapshaper;admin2al_1;character varying;hnd;2;;;;;
hnd_adm2_mapshaper;admin1name;character varying;hnd;2;;;;admin1name;
hnd_adm2_mapshaper;admin1pcod;character varying;hnd;2;;;admin1pcod;;
hnd_adm2_mapshaper;admin0name;character varying;hnd;2;;;;;
hnd_adm2_mapshaper;admin0pcod;character varying;hnd;2;;;;;
hnd_adm2_mapshaper;date;date;hnd;2;;;;;
hnd_adm2_mapshaper;validon;date;hnd;2;;;;;
hnd_adm2_mapshaper;validto;date;hnd;2;;;;;
hnd_adm2_mapshaper;shape_leng;double precision;hnd;2;;;;;
hnd_adm2_mapshaper;shape_area;double precision;hnd;2;;;;;
hnd_adm2_mapshaper;geom;USER-DEFINED;hnd;2;;;;;
hnd_adm3_mapshaper;gid;integer;hnd;3;;;;;
hnd_adm3_mapshaper;objectid_1;bigint;hnd;3;;;;;
hnd_adm3_mapshaper;admin3name;character varying;hnd;3;;admin3name;;;
hnd_adm3_mapshaper;admin3pcod;character varying;hnd;3;admin3pcod;;;;
hnd_adm3_mapshaper;admin3refn;character varying;hnd;3;;;;;
hnd_adm3_mapshaper;admin3altn;character varying;hnd;3;;;;;
hnd_adm3_mapshaper;admin3al_1;character varying;hnd;3;;;;;
hnd_adm3_mapshaper;admin2name;character varying;hnd;3;;;;admin2name;
hnd_adm3_mapshaper;admin2pcod;character varying;hnd;3;;;admin2pcod;;
hnd_adm3_mapshaper;admin1name;character varying;hnd;3;;;;;
hnd_adm3_mapshaper;admin1pcod;character varying;hnd;3;;;;;
hnd_adm3_mapshaper;admin0name;character varying;hnd;3;;;;;
hnd_adm3_mapshaper;admin0pcod;character varying;hnd;3;;;;;
hnd_adm3_mapshaper;date;date;hnd;3;;;;;
hnd_adm3_mapshaper;validon;date;hnd;3;;;;;
hnd_adm3_mapshaper;validto;date;hnd;3;;;;;
hnd_adm3_mapshaper;shape_leng;double precision;hnd;3;;;;;
hnd_adm3_mapshaper;shape_area;double precision;hnd;3;;;;;
hnd_adm3_mapshaper;geom;USER-DEFINED;hnd;3;;;;;
hti_adm1_mapshaper;gid;integer;hti;1;;;;;
hti_adm1_mapshaper;objectid;bigint;hti;1;;;;;
hti_adm1_mapshaper;id_dep;bigint;hti;1;;;;;
