;adm;country;link;name;filter
0;;Gambia;http://data.humdata.org/dataset/9f2ce756-2e50-4042-a952-32160977d223/resource/9e23af57-0aa1-443c-80ac-ec97100dd00f/download/gmb_admbndl_admall_district_1m_ocha.zip;gmb_admbndl_admall_district_1m_ocha.zip;[{'field_name': 'ogc_fid', 'data_type': 'integer'}, {'field_name': 'wkb_geometry', 'data_type': 'USER-DEFINED'}, {'field_name': 'objectid', 'data_type': 'numeric'}, {'field_name': 'adm_level', 'data_type': 'character varying'}, {'field_name': 'shape_leng', 'data_type': 'character varying'}]
0;0;Ghana;http://data.humdata.org/dataset/dc4c17cf-59d9-478c-b2b7-acd889241194/resource/4443ddba-eeaf-4367-9457-7820ea482f7f/download/GHA_admbndp0_1m_GAUL.zip;International Boundary;[{'field_name': 'ogc_fid', 'data_type': 'integer'}, {'field_name': 'wkb_geometry', 'data_type': 'USER-DEFINED'}, {'field_name': 'cntry_name', 'data_type': 'character varying'}, {'field_name': 'cntry_code', 'data_type': 'character varying'}, {'field_name': 'hrname', 'data_type': 'character varying'}, {'field_name': 'hrpcode', 'data_type': 'character varying'}, {'field_name': 'rowcapcode', 'data_type': 'character varying'}]
0;1;Ghana;http://data.humdata.org/dataset/dc4c17cf-59d9-478c-b2b7-acd889241194/resource/f5b5a810-02e2-4272-8e9c-5bd0a40f96f1/download/GHA_admbndp1_1m_GAUL.zip;Admin 1 Boundary;[{'field_name': 'ogc_fid', 'data_type': 'integer'}, {'field_name': 'wkb_geometry', 'data_type': 'USER-DEFINED'}, {'field_name': 'cntry_name', 'data_type': 'character varying'}, {'field_name': 'cntry_code', 'data_type': 'character varying'}, {'field_name': 'adm1_name', 'data_type': 'character varying'}, {'field_name': 'adm1_code', 'data_type': 'character varying'}, {'field_name': 'rowcacode1', 'data_type': 'character varying'}, {'field_name': 'hrname', 'data_type': 'character varying'}, {'field_name': 'hrpcode', 'data_type': 'character varying'}, {'field_name': 'hrparent', 'data_type': 'character varying'}]
0;2;Ghana;http://data.humdata.org/dataset/dc4c17cf-59d9-478c-b2b7-acd889241194/resource/978379d0-29a5-4beb-9494-11b63e3b16ac/download/GHA_admbndp2_1m_GAUL.zip;Admin 2 Boundary.zip;[{'field_name': 'ogc_fid', 'data_type': 'integer'}, {'field_name': 'wkb_geometry', 'data_type': 'USER-DEFINED'}, {'field_name': 'cntry_name', 'data_type': 'character varying'}, {'field_name': 'cntry_code', 'data_type': 'character varying'}, {'field_name': 'adm1_name', 'data_type': 'character varying'}, {'field_name': 'adm1_code', 'data_type': 'character varying'}, {'field_name': 'adm2_name', 'data_type': 'character varying'}, {'field_name': 'adm2_code', 'data_type': 'character varying'}, {'field_name': 'rowcacode1', 'data_type': 'character varying'}, {'field_name': 'rowcacode2', 'data_type': 'character varying'}, {'field_name': 'hrname', 'data_type': 'character varying'}, {'field_name': 'hrpcode', 'data_type': 'character varying'}, {'field_name': 'hrparent', 'data_type': 'character varying'}]
0;;Greece;http://data.humdata.org/dataset/17e2fc83-e58b-494a-bb18-83df4bb0529e/resource/293ba7c7-90fc-43cc-8429-a52cd58cb910/download/GR_bsm_admn_adm_py_EuroGeoGraphics_2015_pp.zip;GR_bsm_admn_adm_py_EuroGeoGraphics_2015_pp.zip;[{'field_name': 'ogc_fid', 'data_type': 'integer'}, {'field_name': 'wkb_geometry', 'data_type': 'USER-DEFINED'}, {'field_name': 'shn0', 'data_type': 'character varying'}, {'field_name': 'nama0', 'data_type': 'character varying'}, {'field_name': 'shn1', 'data_type': 'character varying'}, {'field_name': 'nama1', 'data_type': 'character varying'}, {'field_name': 'shn2', 'data_type': 'character varying'}, {'field_name': 'nama2', 'data_type': 'character varying'}]
0;3;Guinea;http://data.humdata.org/dataset/33b573c5-42c5-43ef-b908-c84af369ca88/resource/862da72f-6630-4a34-af3b-e7cfe2a20df1/download/guinea_admin3.zip;guinea_admin3.zip;[{'field_name': 'ogc_fid', 'data_type': 'integer'}, {'field_name': 'wkb_geometry', 'data_type': 'USER-DEFINED'}, {'field_name': 'cntry_name', 'data_type': 'character varying'}, {'field_name': 'cntry_code', 'data_type': 'character varying'}, {'field_name': 'adm1_name', 'data_type': 'character varying'}, {'field_name': 'adm1_pcode', 'data_type': 'character varying'}, {'field_name': 'adm2_name', 'data_type': 'character varying'}, {'field_name': 'adm2_pcode', 'data_type': 'character varying'}, {'field_name': 'adm3_name', 'data_type': 'character varying'}, {'field_name': 'adm3_pcode', 'data_type': 'character varying'}, {'field_name': 'natreg', 'data_type': 'character varying'}]
0;0;Guinea-Bissau;http://data.humdata.org/dataset/3db6297f-55d7-4e79-8969-281b1838ef79/resource/630eeca5-125e-42ff-a4b9-c6798dc3e20b/download/GNB_admbndp0_1m_salb.zip;International Boundary;[{'field_name': 'ogc_fid', 'data_type': 'integer'}, {'field_name': 'wkb_geometry', 'data_type': 'USER-DEFINED'}, {'field_name': 'cntry_name', 'data_type': 'character varying'}, {'field_name': 'cntry_code', 'data_type': 'character varying'}]
0;1;Guinea-Bissau;http://data.humdata.org/dataset/3db6297f-55d7-4e79-8969-281b1838ef79/resource/e5e1b90c-dafe-46c5-92c1-4c1a8001200a/download/GNB_adm1_salb.zip;Admin 1 Boundary;[{'field_name': 'ogc_fid', 'data_type': 'integer'}, {'field_name': 'wkb_geometry', 'data_type': 'USER-DEFINED'}, {'field_name': 'cntry_name', 'data_type': 'character varying'}, {'field_name': 'cntry_code', 'data_type': 'character varying'}, {'field_name': 'adm1_name', 'data_type': 'character varying'}, {'field_name': 'adm1_code', 'data_type': 'character varying'}, {'field_name': 'rowcacode1', 'data_type': 'character varying'}, {'field_name': 'hrname', 'data_type': 'character varying'}, {'field_name': 'hrpcode', 'data_type': 'character varying'}, {'field_name': 'hrparent', 'data_type': 'character varying'}]
0;2;Guinea-Bissau;http://data.humdata.org/dataset/3db6297f-55d7-4e79-8969-281b1838ef79/resource/3a029404-5524-478a-bf3b-78d152871f82/download/GNB_adm2_salb.zip;Admin 2 Boundary;[{'field_name': 'ogc_fid', 'data_type': 'integer'}, {'field_name': 'wkb_geometry', 'data_type': 'USER-DEFINED'}, {'field_name': 'cntry_name', 'data_type': 'character varying'}, {'field_name': 'cntry_code', 'data_type': 'character varying'}, {'field_name': 'adm1_name', 'data_type': 'character varying'}, {'field_name': 'adm1_code', 'data_type': 'character varying'}, {'field_name': 'adm2_name', 'data_type': 'character varying'}, {'field_name': 'adm2_code', 'data_type': 'character varying'}, {'field_name': 'rowcacode1', 'data_type': 'character varying'}, {'field_name': 'rowcacode2', 'data_type': 'character varying'}, {'field_name': 'hrname', 'data_type': 'character varying'}, {'field_name': 'hrpcode', 'data_type': 'character varying'}, {'field_name': 'hrparent', 'data_type': 'character varying'}]
0;0;Haiti;http://data.humdata.org/dataset/777e8b06-337f-4295-80bc-ca1515244215/resource/365e497c-9ba6-4107-8012-a43e27195601/download/hti_admnbnda_adm0_CNIGS2013.zip;hti_admnbnda_adm0_CNIGS2013.zip;[{'field_name': 'ogc_fid', 'data_type': 'integer'}, {'field_name': 'wkb_geometry', 'data_type': 'USER-DEFINED'}, {'field_name': 'objectid', 'data_type': 'numeric'}, {'field_name': 'admin0name', 'data_type': 'character varying'}, {'field_name': 'admin0cod', 'data_type': 'character varying'}, {'field_name': 'shape_leng', 'data_type': 'character varying'}, {'field_name': 'shape_area', 'data_type': 'character varying'}]
0;1;Haiti;http://data.humdata.org/dataset/777e8b06-337f-4295-80bc-ca1515244215/resource/61113b50-02c1-4288-8d45-f3aad32a5fae/download/hti_admnbnda_adm1_CNIGS2013.zip;hti_admnbnda_adm1_CNIGS2013.zip;[{'field_name': 'ogc_fid', 'data_type': 'integer'}, {'field_name': 'wkb_geometry', 'data_type': 'USER-DEFINED'}, {'field_name': 'objectid', 'data_type': 'numeric'}, {'field_name': 'id_dep', 'data_type': 'numeric'}, {'field_name': 'departemen', 'data_type': 'character varying'}, {'field_name': 'admin1pcod', 'data_type': 'character varying'}, {'field_name': 'admin1name', 'data_type': 'character varying'}, {'field_name': 'admin0name', 'data_type': 'character varying'}, {'field_name': 'admin0cod', 'data_type': 'character varying'}]
0;2;Haiti;http://data.humdata.org/dataset/777e8b06-337f-4295-80bc-ca1515244215/resource/d80f2b3e-71b5-4705-8ff4-21f28e839fac/download/hti_admnbnda_adm2_CNIGS2013.zip;hti_admnbnda_adm2_CNIGS2013.zip;[{'field_name': 'ogc_fid', 'data_type': 'integer'}, {'field_name': 'wkb_geometry', 'data_type': 'USER-DEFINED'}, {'field_name': 'objectid', 'data_type': 'numeric'}, {'field_name': 'id_com', 'data_type': 'numeric'}, {'field_name': 'admin2pcod', 'data_type': 'character varying'}, {'field_name': 'admin2name', 'data_type': 'character varying'}, {'field_name': 'admin1pcod', 'data_type': 'character varying'}, {'field_name': 'admin1name', 'data_type': 'character varying'}]
0;3;Haiti;http://data.humdata.org/dataset/777e8b06-337f-4295-80bc-ca1515244215/resource/2b277d37-b4c7-4dea-923c-6e65d3cfa1e2/download/hti_admnbnda_adm3_CNIGS2013.zip;hti_admnbnda_adm3_CNIGS2013.zip;[{'field_name': 'ogc_fid', 'data_type': 'integer'}, {'field_name': 'wkb_geometry', 'data_type': 'USER-DEFINED'}, {'field_name': 'objectid', 'data_type': 'numeric'}, {'field_name': 'id_section', 'data_type': 'character varying'}, {'field_name': 'no_section', 'data_type': 'numeric'}, {'field_name': 'id_com', 'data_type': 'numeric'}, {'field_name': 'id_dep', 'data_type': 'numeric'}, {'field_name': 'admin1pcod', 'data_type': 'character varying'}, {'field_name': 'admin2pcod', 'data_type': 'character varying'}, {'field_name': 'admin3pcod', 'data_type': 'character varying'}, {'field_name': 'admin1name', 'data_type': 'character varying'}, {'field_name': 'admin2name', 'data_type': 'character varying'}, {'field_name': 'admin3name', 'data_type': 'character varying'}]
0;0;Honduras;http://data.humdata.org/dataset/bd62fb53-64d3-478f-9ca8-38e4a2de19c0/resource/34688cf1-3cad-4d51-a6b5-7726de70f4e7/download/hnd_admbnda_adm0_sinit_20161005.zip;hnd_admbnda_adm0_sinit_20161005.zip;0
0;1;Honduras;http://data.humdata.org/dataset/bd62fb53-64d3-478f-9ca8-38e4a2de19c0/resource/61cb7564-f409-4803-99c2-1327216c1482/download/hnd_admbnda_adm1_sinit_20161005.zip;hnd_admbnda_adm1_sinit_20161005.zip;0
0;2;Honduras;http://data.humdata.org/dataset/bd62fb53-64d3-478f-9ca8-38e4a2de19c0/resource/3f584e05-99b7-44cd-9fbe-8ffd3774d7c1/download/hnd_admbnda_adm2_sinit_20161005.zip;hnd_admbnda_adm2_sinit_20161005.zip;0
0;3;Honduras;http://data.humdata.org/dataset/bd62fb53-64d3-478f-9ca8-38e4a2de19c0/resource/618df9ce-feb1-46de-a9ac-a6ff04cb52ce/download/hnd_admbnda_adm3_sinit_20161005.zip;hnd_admbnda_adm3_sinit_20161005.zip;0
0;;Honduras;http://data.humdata.org/dataset/bd62fb53-64d3-478f-9ca8-38e4a2de19c0/resource/a7356cb8-e45b-475c-821e-0d46833a95fe/download/hnd_admbndl_admALL_sinit_itos_20161005.zip;hnd_admbndl_admALL_sinit_itos_20161005.zip;#N/A
0;;Honduras;http://data.humdata.org/dataset/bd62fb53-64d3-478f-9ca8-38e4a2de19c0/resource/fa42f965-03c4-419a-a955-f74f3d82ec71/download/hnd_admbndp_adm2_sinit_20161005.zip;hnd_admbndp_adm2_sinit_20161005.zip;#N/A
0;0;Iraq;http://data.humdata.org/dataset/488bb3cd-3ce9-49d3-862a-3ce7975c63e1/resource/aec6ecc5-9530-48f4-9618-7036258393af/download/iraq_admbnda_adm0.zip;IRQ Admin Level 0 Boundaries;0
0;1;Iraq;http://data.humdata.org/dataset/488bb3cd-3ce9-49d3-862a-3ce7975c63e1/resource/4e2a34ef-8b54-4e69-863a-810fa5d298d4/download/iraq_admbnda_adm1.zip;IRQ Admin Level 1 Boundaries;0
0;2;Iraq;http://data.humdata.org/dataset/488bb3cd-3ce9-49d3-862a-3ce7975c63e1/resource/7003112f-22de-4426-a1d1-9ddc45e211a8/download/iraq_admbnda_adm2.zip;IRQ Admin Level 2 Boundaries;0
0;1;Jamaica;http://data.humdata.org/dataset/21ef604e-39ba-4a2a-9675-08acb24298d1/resource/c093b0ad-3854-4614-b32d-19b14dde72e5/download/Administrative_Boundaries_Level_1.zip;Administrative_Boundaries_Level_1.zip;[{'field_name': 'ogc_fid', 'data_type': 'integer'}, {'field_name': 'wkb_geometry', 'data_type': 'USER-DEFINED'}, {'field_name': 'objectid', 'data_type': 'numeric'}, {'field_name': 'fips_admin', 'data_type': 'character varying'}, {'field_name': 'gmi_admin', 'data_type': 'character varying'}, {'field_name': 'admin_name', 'data_type': 'character varying'}, {'field_name': 'fips_cntry', 'data_type': 'character varying'}, {'field_name': 'gmi_cntry', 'data_type': 'character varying'}, {'field_name': 'cntry_name', 'data_type': 'character varying'}, {'field_name': 'pop_admin', 'data_type': 'numeric'}, {'field_name': 'type_eng', 'data_type': 'character varying'}, {'field_name': 'type_loc', 'data_type': 'character varying'}, {'field_name': 'sqkm', 'data_type': 'character varying'}, {'field_name': 'sqmi', 'data_type': 'character varying'}, {'field_name': 'colormap', 'data_type': 'numeric'}, {'field_name': 'label_flag', 'data_type': 'numeric'}]
0;1;Kenya;http://data.humdata.org/dataset/2c0b7571-4bef-4347-9b81-b2174c13f9ef/resource/5e6bb3bd-6ff8-4127-82b7-5a846bd4b802/download/Kenya_admin1_county.zip;Kenya_admin1_county.zip;0
0;2;Kenya;http://data.humdata.org/dataset/2c0b7571-4bef-4347-9b81-b2174c13f9ef/resource/14c0dc85-7933-4f3f-b5d4-12a1aea41e00/download/Kenya_admin2_subcounty.zip;Kenya_admin2_subcounty.zip;#N/A
0;;Kenya;http://data.humdata.org/dataset/db0ba5f4-cd9a-4512-b9ca-3c79f59fed08/resource/2fe6fcaa-58af-4d5d-a17d-81c73574ae2a/download/Kenya_Wards.zip;Kenya_Wards.zip;[{'field_name': 'ogc_fid', 'data_type': 'integer'}, {'field_name': 'wkb_geometry', 'data_type': 'USER-DEFINED'}, {'field_name': 'iebc_wards', 'data_type': 'character varying'}, {'field_name': 'count', 'data_type': 'character varying'}, {'field_name': 'first_prov', 'data_type': 'character varying'}, {'field_name': 'first_dist', 'data_type': 'character varying'}, {'field_name': 'first_divi', 'data_type': 'character varying'}, {'field_name': 'pcode', 'data_type': 'character varying'}, {'field_name': 'status', 'data_type': 'character varying'}, {'field_name': 'no', 'data_type': 'numeric'}, {'field_name': 'shape_1', 'data_type': 'character varying'}, {'field_name': 'status_1', 'data_type': 'character varying'}]
0;1;Kenya;http://data.humdata.org/dataset/8158e5a1-065b-47b7-b5ad-aff3a7157535/resource/9dbe8e4f-3085-467b-8111-402ba9ceaadc/download/Ken_Admin1.zip;Ken_Admin1.zip;0
0;;Kenya;http://data.humdata.org/dataset/aea95459-bc41-4673-9712-eb872f12b666/resource/805b6dcf-eed3-497d-bf9d-80622582d53a/download/kenadmin3all2002cbs.zip;ken_admin3_all_2002_cbs.zip;0
0;3;Kenya;http://data.humdata.org/dataset/1c6caac8-874e-47fd-87c4-4d5d91c47e8f/resource/321ce757-f063-475a-9442-c181c444e429/download/kendivisions.zip;ken_divisions.zip;0
0;2;Kenya;http://data.humdata.org/dataset/23b3ea32-5cdc-47a0-94a5-763a611a2449/resource/65b395f2-4ce6-41d9-a169-d17e021a7843/download/kendistricts.zip;ken_districts.zip;0
0;5;Kenya;http://data.humdata.org/dataset/ef819e1b-eda0-4db9-af36-adac33016973/resource/40b33c69-a47a-47f2-8503-4ddf142127c9/download/kensublocations.zip;ken_sublocations.zip;0
0;4;Kenya;http://data.humdata.org/dataset/28d9cc75-2b66-4901-b3e6-cff64907a083/resource/c29244ca-2740-4700-829f-7b54aedb6f8d/download/kenlocations.zip;ken_locations.zip;0
0;0;Kuwait;http://data.humdata.org/dataset/a28f399f-482c-4e62-8dbf-d2c12381674a/resource/34101ac2-58a0-490b-a77c-3a21150eab1f/download/KWT_adm0.zip;Admin 0;[{'field_name': 'ogc_fid', 'data_type': 'integer'}, {'field_name': 'wkb_geometry', 'data_type': 'USER-DEFINED'}, {'field_name': 'id_0', 'data_type': 'numeric'}, {'field_name': 'iso', 'data_type': 'character varying'}, {'field_name': 'name_engli', 'data_type': 'character varying'}, {'field_name': 'name_iso', 'data_type': 'character varying'}, {'field_name': 'name_fao', 'data_type': 'character varying'}, {'field_name': 'name_local', 'data_type': 'character varying'}, {'field_name': 'name_obsol', 'data_type': 'character varying'}, {'field_name': 'name_varia', 'data_type': 'character varying'}, {'field_name': 'name_nonla', 'data_type': 'character varying'}, {'field_name': 'name_frenc', 'data_type': 'character varying'}, {'field_name': 'name_spani', 'data_type': 'character varying'}, {'field_name': 'name_russi', 'data_type': 'character varying'}, {'field_name': 'name_arabi', 'data_type': 'character varying'}, {'field_name': 'name_chine', 'data_type': 'character varying'}, {'field_name': 'waspartof', 'data_type': 'character varying'}, {'field_name': 'contains', 'data_type': 'character varying'}, {'field_name': 'sovereign', 'data_type': 'character varying'}, {'field_name': 'iso2', 'data_type': 'character varying'}, {'field_name': 'www', 'data_type': 'character varying'}, {'field_name': 'fips', 'data_type': 'character varying'}, {'field_name': 'ison', 'data_type': 'character varying'}, {'field_name': 'validfr', 'data_type': 'character varying'}, {'field_name': 'validto', 'data_type': 'character varying'}, {'field_name': 'pop2000', 'data_type': 'character varying'}, {'field_name': 'sqkm', 'data_type': 'character varying'}, {'field_name': 'popsqkm', 'data_type': 'character varying'}, {'field_name': 'unregion1', 'data_type': 'character varying'}, {'field_name': 'unregion2', 'data_type': 'character varying'}, {'field_name': 'developing', 'data_type': 'character varying'}, {'field_name': 'cis', 'data_type': 'character varying'}, {'field_name': 'transition', 'data_type': 'character varying'}, {'field_name': 'oecd', 'data_type': 'character varying'}, {'field_name': 'wbregion', 'data_type': 'character varying'}, {'field_name': 'wbincome', 'data_type': 'character varying'}, {'field_name': 'wbdebt', 'data_type': 'character varying'}, {'field_name': 'wbother', 'data_type': 'character varying'}, {'field_name': 'ceeac', 'data_type': 'character varying'}, {'field_name': 'cemac', 'data_type': 'character varying'}, {'field_name': 'ceplg', 'data_type': 'character varying'}, {'field_name': 'comesa', 'data_type': 'character varying'}, {'field_name': 'eac', 'data_type': 'character varying'}, {'field_name': 'ecowas', 'data_type': 'character varying'}, {'field_name': 'igad', 'data_type': 'character varying'}, {'field_name': 'ioc', 'data_type': 'character varying'}, {'field_name': 'mru', 'data_type': 'character varying'}, {'field_name': 'sacu', 'data_type': 'character varying'}, {'field_name': 'uemoa', 'data_type': 'character varying'}, {'field_name': 'uma', 'data_type': 'character varying'}, {'field_name': 'palop', 'data_type': 'character varying'}, {'field_name': 'parta', 'data_type': 'character varying'}, {'field_name': 'cacm', 'data_type': 'character varying'}, {'field_name': 'eurasec', 'data_type': 'character varying'}, {'field_name': 'agadir', 'data_type': 'character varying'}, {'field_name': 'saarc', 'data_type': 'character varying'}, {'field_name': 'asean', 'data_type': 'character varying'}, {'field_name': 'nafta', 'data_type': 'character varying'}, {'field_name': 'gcc', 'data_type': 'character varying'}, {'field_name': 'csn', 'data_type': 'character varying'}, {'field_name': 'caricom', 'data_type': 'character varying'}, {'field_name': 'eu', 'data_type': 'character varying'}, {'field_name': 'can', 'data_type': 'character varying'}, {'field_name': 'acp', 'data_type': 'character varying'}, {'field_name': 'landlocked', 'data_type': 'character varying'}, {'field_name': 'aosis', 'data_type': 'character varying'}, {'field_name': 'sids', 'data_type': 'character varying'}, {'field_name': 'islands', 'data_type': 'character varying'}, {'field_name': 'ldc', 'data_type': 'character varying'}]
0;1;Kuwait;http://data.humdata.org/dataset/a28f399f-482c-4e62-8dbf-d2c12381674a/resource/cdc040d0-844d-4fbd-a13c-819adda7f624/download/KWT_adm1.zip;Admin 1;[{'field_name': 'ogc_fid', 'data_type': 'integer'}, {'field_name': 'wkb_geometry', 'data_type': 'USER-DEFINED'}, {'field_name': 'id_0', 'data_type': 'numeric'}, {'field_name': 'iso', 'data_type': 'character varying'}, {'field_name': 'name_0', 'data_type': 'character varying'}, {'field_name': 'id_1', 'data_type': 'numeric'}, {'field_name': 'name_1', 'data_type': 'character varying'}, {'field_name': 'hasc_1', 'data_type': 'character varying'}, {'field_name': 'ccn_1', 'data_type': 'numeric'}, {'field_name': 'cca_1', 'data_type': 'character varying'}, {'field_name': 'type_1', 'data_type': 'character varying'}, {'field_name': 'engtype_1', 'data_type': 'character varying'}, {'field_name': 'nl_name_1', 'data_type': 'character varying'}, {'field_name': 'varname_1', 'data_type': 'character varying'}]
0;;Kuwait;http://data.humdata.org/dataset/a28f399f-482c-4e62-8dbf-d2c12381674a/resource/c9786d21-1fd8-43a2-b15a-0d7d1e013e63/download/PPLP_15M_ESRI.zip;Capitals;[{'field_name': 'ogc_fid', 'data_type': 'integer'}, {'field_name': 'wkb_geometry', 'data_type': 'USER-DEFINED'}, {'field_name': 'city_name', 'data_type': 'character varying'}, {'field_name': 'gmi_admin', 'data_type': 'character varying'}, {'field_name': 'admin_name', 'data_type': 'character varying'}, {'field_name': 'fips_cntry', 'data_type': 'character varying'}, {'field_name': 'cntry_name', 'data_type': 'character varying'}, {'field_name': 'status', 'data_type': 'character varying'}, {'field_name': 'pop_rank', 'data_type': 'numeric'}, {'field_name': 'pop_class', 'data_type': 'character varying'}, {'field_name': 'port_id', 'data_type': 'numeric'}, {'field_name': 'label_flag', 'data_type': 'numeric'}, {'field_name': 'update', 'data_type': 'character varying'}]
0;;Kuwait;http://data.humdata.org/dataset/a28f399f-482c-4e62-8dbf-d2c12381674a/resource/697ddfd6-b40a-4cfb-b5b5-961972b75762/download/KWT_PLACES_ESRI.zip;Populated Places;[{'field_name': 'ogc_fid', 'data_type': 'integer'}, {'field_name': 'wkb_geometry', 'data_type': 'USER-DEFINED'}, {'field_name': 'name', 'data_type': 'character varying'}, {'field_name': 'lang', 'data_type': 'numeric'}, {'field_name': 'admin1', 'data_type': 'character varying'}, {'field_name': 'islandname', 'data_type': 'character varying'}, {'field_name': 'country', 'data_type': 'character varying'}, {'field_name': 'cntry_fips', 'data_type': 'character varying'}, {'field_name': 'cntry_iso', 'data_type': 'character varying'}, {'field_name': 'type', 'data_type': 'numeric'}, {'field_name': 'class', 'data_type': 'numeric'}, {'field_name': 'popest', 'data_type': 'character varying'}, {'field_name': 'longitude', 'data_type': 'character varying'}, {'field_name': 'latitude', 'data_type': 'character varying'}, {'field_name': 'rendition', 'data_type': 'numeric'}, {'field_name': 'id', 'data_type': 'character varying'}, {'field_name': 'fid_1', 'data_type': 'character varying'}]
0;0;Lao People's Democratic Republic;http://data.humdata.org/dataset/9eb6aff1-9e3f-43d3-99a6-f415fe4b4dff/resource/a5637d25-287c-4e67-8d3d-9119e22f8de6/download/Lao_bnd_admin0_ngd2015.zip;Lao_bnd_admin0_ngd2015.zip;[{'field_name': 'ogc_fid', 'data_type': 'integer'}, {'field_name': 'wkb_geometry', 'data_type': 'USER-DEFINED'}, {'field_name': 'objectid', 'data_type': 'numeric'}, {'field_name': 'name', 'data_type': 'numeric'}, {'field_name': 'shape_leng', 'data_type': 'character varying'}, {'field_name': 'shape_area', 'data_type': 'character varying'}]
0;1;Lao People's Democratic Republic;http://data.humdata.org/dataset/9eb6aff1-9e3f-43d3-99a6-f415fe4b4dff/resource/d17e2136-9099-43d0-815e-8a0eece8a7fe/download/Lao_bnd_admin1_ngd2015.zip;Lao_bnd_admin1_ngd2015.zip;[{'field_name': 'ogc_fid', 'data_type': 'integer'}, {'field_name': 'wkb_geometry', 'data_type': 'USER-DEFINED'}, {'field_name': 'pcode', 'data_type': 'numeric'}, {'field_name': 'pname', 'data_type': 'character varying'}, {'field_name': 'name', 'data_type': 'numeric'}]
0;;Lao People's Democratic Republic;http://data.humdata.org/dataset/9eb6aff1-9e3f-43d3-99a6-f415fe4b4dff/resource/ad8c78c2-105e-4321-9138-16594bce1ac7/download/Lao_bnd_admin1_ngd2015Line.zip;Lao_bnd_admin1_ngd2015Line.zip;[{'field_name': 'ogc_fid', 'data_type': 'integer'}, {'field_name': 'wkb_geometry', 'data_type': 'USER-DEFINED'}, {'field_name': 'fid_lao_bn', 'data_type': 'numeric'}, {'field_name': 'pcode', 'data_type': 'numeric'}, {'field_name': 'pname', 'data_type': 'character varying'}]
0;2;Lao People's Democratic Republic;http://data.humdata.org/dataset/9eb6aff1-9e3f-43d3-99a6-f415fe4b4dff/resource/ed026c9b-d8a1-4337-9633-66ac944b82a5/download/lao_bnd_admin2_ngd2015.zip;lao_bnd_admin2_ngd2015.zip;[{'field_name': 'ogc_fid', 'data_type': 'integer'}, {'field_name': 'wkb_geometry', 'data_type': 'USER-DEFINED'}, {'field_name': 'pcode', 'data_type': 'numeric'}, {'field_name': 'pname', 'data_type': 'character varying'}, {'field_name': 'l_pname', 'data_type': 'character varying'}, {'field_name': 'dcode', 'data_type': 'numeric'}, {'field_name': 'dname', 'data_type': 'character varying'}, {'field_name': 'l_dname', 'data_type': 'character varying'}, {'field_name': 'area', 'data_type': 'numeric'}]
0;;Lao People's Democratic Republic;http://data.humdata.org/dataset/9eb6aff1-9e3f-43d3-99a6-f415fe4b4dff/resource/1fe2708e-f5fd-403c-b6ca-c16f8c31f08b/download/Lao_bnd_admin2_ngd2015Line.zip;Lao_bnd_admin2_ngd2015Line.zip;[{'field_name': 'ogc_fid', 'data_type': 'integer'}, {'field_name': 'wkb_geometry', 'data_type': 'USER-DEFINED'}, {'field_name': 'objectid', 'data_type': 'numeric'}, {'field_name': 'fid_lao_bn', 'data_type': 'numeric'}, {'field_name': 'pcode', 'data_type': 'numeric'}, {'field_name': 'pname', 'data_type': 'character varying'}, {'field_name': 'l_pname', 'data_type': 'character varying'}, {'field_name': 'dcode', 'data_type': 'numeric'}, {'field_name': 'dname', 'data_type': 'character varying'}, {'field_name': 'l_dname', 'data_type': 'character varying'}, {'field_name': 'area', 'data_type': 'numeric'}, {'field_name': 'shape_leng', 'data_type': 'character varying'}]
0;;Liberia;http://data.humdata.org/dataset/bbb2f45c-3d7a-4ad3-afc5-459303dbc8f4/resource/f14825ae-708e-4709-a745-425a1ea0adc1/download/lbr_districts_codes.zip;lbr_districts_codes.zip;0
0;;Liberia;http://data.humdata.org/dataset/42eeead9-a1b5-4303-90dc-19a8a15e985b/resource/e82ac3ab-e6a1-454b-8a14-091e3d316e39/download/lbr_adm1-health_codes.zip;lbr_adm1-health_codes.zip;0
0;0;Libya;http://data.humdata.org/dataset/fd9fb749-5b68-4942-b5f9-115f20b5c00e/resource/132a6988-cb41-4b46-883f-ea53d94cf8bd/download/Lby_Adm0_Country.zip;Libya Admin level 0;0
0;1;Libya;http://data.humdata.org/dataset/fd9fb749-5b68-4942-b5f9-115f20b5c00e/resource/8b9ba98c-8d50-4c1c-bf37-8edde91bf33c/download/Lby_Adm1_Geodivision.zip;Libya Admin level 1;0
0;2;Libya;http://data.humdata.org/dataset/fd9fb749-5b68-4942-b5f9-115f20b5c00e/resource/c3a9343c-0181-4beb-9ce3-461823b0f5d7/download/Lby_Adm2_Mantika.zip;Libya Admin level 2;0
0;3;Libya;http://data.humdata.org/dataset/fd9fb749-5b68-4942-b5f9-115f20b5c00e/resource/b0342205-3a2a-4002-b5c7-e776aaac8831/download/Lby_Adm3_Baladiya.zip;Libya Admin level 3;0
0;4;Libya;http://data.humdata.org/dataset/fd9fb749-5b68-4942-b5f9-115f20b5c00e/resource/03f5926d-3a78-4bd9-9df4-fbf79a53fa93/download/Lby_Adm4_Muhalla.zip;Libya Admin level 4;0
0;;Libya;http://data.humdata.org/dataset/fd9fb749-5b68-4942-b5f9-115f20b5c00e/resource/b2d58653-67fd-452b-b733-a383e42943b3/download/Capitals.zip;Capitals;0
